"hgnc_symbol","ensembl_gene_id","description","external_gene_name","gene_biotype","chromosome_name","affy_hg_u133_plus_2"
"SOX12","ENSG00000177732","SRY-box transcription factor 12 [Source:HGNC Symbol;Acc:HGNC:11198]","SOX12","protein_coding","20","204432_at"
"AQP9","ENSG00000103569","aquaporin 9 [Source:HGNC Symbol;Acc:HGNC:643]","AQP9","protein_coding","15",""
"KRI1","ENSG00000129347","KRI1 homolog [Source:HGNC Symbol;Acc:HGNC:25769]","KRI1","protein_coding","19","218798_at"
"TMEM65","ENSG00000164983","transmembrane protein 65 [Source:HGNC Symbol;Acc:HGNC:25203]","TMEM65","protein_coding","8","238045_at"
"LATS2","ENSG00000150457","large tumor suppressor kinase 2 [Source:HGNC Symbol;Acc:HGNC:6515]","LATS2","protein_coding","13","223379_s_at"
"ANKRD44","ENSG00000065413","ankyrin repeat domain 44 [Source:HGNC Symbol;Acc:HGNC:25259]","ANKRD44","protein_coding","2","233361_at"
"PPIL2","ENSG00000100023","peptidylprolyl isomerase like 2 [Source:HGNC Symbol;Acc:HGNC:9261]","PPIL2","protein_coding","22",""
"PDE1A","ENSG00000115252","phosphodiesterase 1A [Source:HGNC Symbol;Acc:HGNC:8774]","PDE1A","protein_coding","2","242789_at"
"EFCAB11","ENSG00000140025","EF-hand calcium binding domain 11 [Source:HGNC Symbol;Acc:HGNC:20357]","EFCAB11","protein_coding","14","210525_x_at"
"SPNS1","ENSG00000169682","sphingolipid transporter 1 (putative) [Source:HGNC Symbol;Acc:HGNC:30621]","SPNS1","protein_coding","16",""
"ANKIB1","ENSG00000001629","ankyrin repeat and IBR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22215]","ANKIB1","protein_coding","7","243181_at"
"CRLF1","ENSG00000006016","cytokine receptor like factor 1 [Source:HGNC Symbol;Acc:HGNC:2364]","CRLF1","protein_coding","19",""
"MIS12","ENSG00000167842","MIS12 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:24967]","MIS12","protein_coding","17",""
NA,NA,NA,NA,NA,NA,NA
"DHX9","ENSG00000135829","DExH-box helicase 9 [Source:HGNC Symbol;Acc:HGNC:2750]","DHX9","protein_coding","1","212105_s_at"
"NUBP2","ENSG00000095906","nucleotide binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8042]","NUBP2","protein_coding","16",""
"AVEN","ENSG00000169857","apoptosis and caspase activation inhibitor [Source:HGNC Symbol;Acc:HGNC:13509]","AVEN","protein_coding","15",""
"AGO2","ENSG00000123908","argonaute RISC catalytic component 2 [Source:HGNC Symbol;Acc:HGNC:3263]","AGO2","protein_coding","8","213310_at"
"CASKIN2","ENSG00000177303","CASK interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:18200]","CASKIN2","protein_coding","17","221846_s_at"
"MCM10","ENSG00000065328","minichromosome maintenance 10 replication initiation factor [Source:HGNC Symbol;Acc:HGNC:18043]","MCM10","protein_coding","10","222962_s_at"
NA,NA,NA,NA,NA,NA,NA
"JARID2","ENSG00000008083","jumonji and AT-rich interaction domain containing 2 [Source:HGNC Symbol;Acc:HGNC:6196]","JARID2","protein_coding","6","203297_s_at"
"TMEM80","ENSG00000177042","transmembrane protein 80 [Source:HGNC Symbol;Acc:HGNC:27453]","TMEM80","protein_coding","11","65630_at"
NA,NA,NA,NA,NA,NA,NA
"P4HTM","ENSG00000178467","prolyl 4-hydroxylase, transmembrane [Source:HGNC Symbol;Acc:HGNC:28858]","P4HTM","protein_coding","3","222125_s_at"
"RAB5B","ENSG00000111540","RAB5B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9784]","RAB5B","protein_coding","12","201276_at"
"AP1M1","ENSG00000072958","adaptor related protein complex 1 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:13667]","AP1M1","protein_coding","19","223025_s_at"
"FLT1","ENSG00000102755","fms related receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:3763]","FLT1","protein_coding","13","222033_s_at"
NA,NA,NA,NA,NA,NA,NA
"NEUROG1","ENSG00000181965","neurogenin 1 [Source:HGNC Symbol;Acc:HGNC:7764]","NEUROG1","protein_coding","5","208497_x_at"
"B3GNTL1","ENSG00000277033","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1 [Source:HGNC Symbol;Acc:HGNC:21727]","B3GNTL1","protein_coding","CHR_HSCHR17_1_CTG9","213589_s_at"
"NECAP1","ENSG00000089818","NECAP endocytosis associated 1 [Source:HGNC Symbol;Acc:HGNC:24539]","NECAP1","protein_coding","12","209300_s_at"
"OMA1","ENSG00000162600","OMA1 zinc metallopeptidase [Source:HGNC Symbol;Acc:HGNC:29661]","OMA1","protein_coding","1","226020_s_at"
"CA9","ENSG00000107159","carbonic anhydrase 9 [Source:HGNC Symbol;Acc:HGNC:1383]","CA9","protein_coding","9",""
"ARHGAP28","ENSG00000088756","Rho GTPase activating protein 28 [Source:HGNC Symbol;Acc:HGNC:25509]","ARHGAP28","protein_coding","18","220382_s_at"
"DYNLL2","ENSG00000264364","dynein light chain LC8-type 2 [Source:HGNC Symbol;Acc:HGNC:24596]","DYNLL2","protein_coding","17","238467_at"
NA,NA,NA,NA,NA,NA,NA
"SCGN","ENSG00000079689","secretagogin, EF-hand calcium binding protein [Source:HGNC Symbol;Acc:HGNC:16941]","SCGN","protein_coding","6","205697_at"
"LSP1","ENSG00000288199","lymphocyte specific protein 1 [Source:HGNC Symbol;Acc:HGNC:6707]","LSP1","protein_coding","CHR_HG28_PATCH","203523_at"
"DPY19L1","ENSG00000173852","dpy-19 like C-mannosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:22205]","DPY19L1","protein_coding","7","1560916_a_at"
"SIKE1","ENSG00000052723","suppressor of IKBKE 1 [Source:HGNC Symbol;Acc:HGNC:26119]","SIKE1","protein_coding","1","235294_at"
"BTBD7","ENSG00000277222","BTB domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18269]","BTBD7","protein_coding","CHR_HSCHR14_7_CTG1","1556000_s_at"
"SRFBP1","ENSG00000151304","serum response factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:26333]","SRFBP1","protein_coding","5","241734_at"
"EMX2","ENSG00000170370","empty spiracles homeobox 2 [Source:HGNC Symbol;Acc:HGNC:3341]","EMX2","protein_coding","10","221950_at"
"C19orf12","ENSG00000131943","chromosome 19 open reading frame 12 [Source:HGNC Symbol;Acc:HGNC:25443]","C19orf12","protein_coding","19","223983_s_at"
"SFTPD","ENSG00000133661","surfactant protein D [Source:HGNC Symbol;Acc:HGNC:10803]","SFTPD","protein_coding","10","214199_at"
"TASP1","ENSG00000089123","taspase 1 [Source:HGNC Symbol;Acc:HGNC:15859]","TASP1","protein_coding","20","219443_at"
"PPAN","ENSG00000130810","peter pan homolog [Source:HGNC Symbol;Acc:HGNC:9227]","PPAN","protein_coding","19","221649_s_at"
NA,NA,NA,NA,NA,NA,NA
"NAPEPLD","ENSG00000275723","N-acyl phosphatidylethanolamine phospholipase D [Source:HGNC Symbol;Acc:HGNC:21683]","NAPEPLD","protein_coding","CHR_HSCHR7_1_CTG4_4","242635_s_at"
"GCGR","ENSG00000288269","glucagon receptor [Source:HGNC Symbol;Acc:HGNC:4192]","GCGR","protein_coding","CHR_HG1320_PATCH",""
"CDC7","ENSG00000097046","cell division cycle 7 [Source:HGNC Symbol;Acc:HGNC:1745]","CDC7","protein_coding","1","204510_at"
"PPP1R27","ENSG00000288186","protein phosphatase 1 regulatory subunit 27 [Source:HGNC Symbol;Acc:HGNC:16813]","PPP1R27","protein_coding","CHR_HG1320_PATCH","1557480_a_at"
"MPHOSPH9","ENSG00000051825","M-phase phosphoprotein 9 [Source:HGNC Symbol;Acc:HGNC:7215]","MPHOSPH9","protein_coding","12","215731_s_at"
"KIAA1191","ENSG00000122203","KIAA1191 [Source:HGNC Symbol;Acc:HGNC:29209]","KIAA1191","protein_coding","5","224502_s_at"
"VAT1","ENSG00000108828","vesicle amine transport 1 [Source:HGNC Symbol;Acc:HGNC:16919]","VAT1","protein_coding","17","208626_s_at"
"TMEM258","ENSG00000134825","transmembrane protein 258 [Source:HGNC Symbol;Acc:HGNC:1164]","TMEM258","protein_coding","11","218213_s_at"
NA,NA,NA,NA,NA,NA,NA
"FCRLB","ENSG00000162746","Fc receptor like B [Source:HGNC Symbol;Acc:HGNC:26431]","FCRLB","protein_coding","1","238452_at"
"TOMM6","ENSG00000214736","translocase of outer mitochondrial membrane 6 [Source:HGNC Symbol;Acc:HGNC:34528]","TOMM6","protein_coding","6","218233_s_at"
"LINC00886","ENSG00000240875","long intergenic non-protein coding RNA 886 [Source:HGNC Symbol;Acc:HGNC:48572]","LINC00886","lncRNA","3","230780_at"
NA,NA,NA,NA,NA,NA,NA
"PNMA2","ENSG00000240694","PNMA family member 2 [Source:HGNC Symbol;Acc:HGNC:9159]","PNMA2","protein_coding","8","209598_at"
"ANKRD40","ENSG00000154945","ankyrin repeat domain 40 [Source:HGNC Symbol;Acc:HGNC:28233]","ANKRD40","protein_coding","17","211717_at"
"C4orf47","ENSG00000205129","chromosome 4 open reading frame 47 [Source:HGNC Symbol;Acc:HGNC:34346]","C4orf47","protein_coding","4","237585_at"
NA,NA,NA,NA,NA,NA,NA
"MEX3C","ENSG00000176624","mex-3 RNA binding family member C [Source:HGNC Symbol;Acc:HGNC:28040]","MEX3C","protein_coding","18","222567_s_at"
"TRMT2A","ENSG00000099899","tRNA methyltransferase 2 homolog A [Source:HGNC Symbol;Acc:HGNC:24974]","TRMT2A","protein_coding","22","218475_at"
"HPSE","ENSG00000173083","heparanase [Source:HGNC Symbol;Acc:HGNC:5164]","HPSE","protein_coding","4","219403_s_at"
"DIABLO","ENSG00000184047","diablo IAP-binding mitochondrial protein [Source:HGNC Symbol;Acc:HGNC:21528]","DIABLO","protein_coding","12","219350_s_at"
"RBM5","ENSG00000003756","RNA binding motif protein 5 [Source:HGNC Symbol;Acc:HGNC:9902]","RBM5","protein_coding","3","201394_s_at"
"SNX27","ENSG00000143376","sorting nexin 27 [Source:HGNC Symbol;Acc:HGNC:20073]","SNX27","protein_coding","1",""
"PGBD2","ENSG00000185220","piggyBac transposable element derived 2 [Source:HGNC Symbol;Acc:HGNC:19399]","PGBD2","protein_coding","1","238004_at"
"POU5F1P4","ENSG00000237872","POU class 5 homeobox 1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:33310]","POU5F1P4","processed_pseudogene","1","210905_x_at"
NA,NA,NA,NA,NA,NA,NA
"SCUBE1","ENSG00000159307","signal peptide, CUB domain and EGF like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13441]","SCUBE1","protein_coding","22","1552388_at"
"KREMEN1","ENSG00000183762","kringle containing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:17550]","KREMEN1","protein_coding","22","227250_at"
"CLEC2L","ENSG00000236279","C-type lectin domain family 2 member L [Source:HGNC Symbol;Acc:HGNC:21969]","CLEC2L","protein_coding","7","232173_at"
"ELAVL2","ENSG00000107105","ELAV like RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3313]","ELAVL2","protein_coding","9","208427_s_at"
"TULP1","ENSG00000112041","TUB like protein 1 [Source:HGNC Symbol;Acc:HGNC:12423]","TULP1","protein_coding","6","206705_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"TMEM75","ENSG00000280055","transmembrane protein 75 [Source:HGNC Symbol;Acc:HGNC:32295]","TMEM75","lncRNA","8","1559611_at"
"RNASE3","ENSG00000169397","ribonuclease A family member 3 [Source:HGNC Symbol;Acc:HGNC:10046]","RNASE3","protein_coding","14","206851_at"
"TBC1D25","ENSG00000068354","TBC1 domain family member 25 [Source:HGNC Symbol;Acc:HGNC:8092]","TBC1D25","protein_coding","X","226173_at"
"ADH7","ENSG00000196344","alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide [Source:HGNC Symbol;Acc:HGNC:256]","ADH7","protein_coding","4","210505_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"SERPINB8","ENSG00000166401","serpin family B member 8 [Source:HGNC Symbol;Acc:HGNC:8952]","SERPINB8","protein_coding","18","206034_at"
"EREG","ENSG00000124882","epiregulin [Source:HGNC Symbol;Acc:HGNC:3443]","EREG","protein_coding","4","205767_at"
NA,NA,NA,NA,NA,NA,NA
"LINC01111","ENSG00000254300","long intergenic non-protein coding RNA 1111 [Source:HGNC Symbol;Acc:HGNC:49237]","LINC01111","lncRNA","8","1570155_at"
"CABYR","ENSG00000154040","calcium binding tyrosine phosphorylation regulated [Source:HGNC Symbol;Acc:HGNC:15569]","CABYR","protein_coding","18","224279_s_at"
NA,NA,NA,NA,NA,NA,NA
"ZNF366","ENSG00000178175","zinc finger protein 366 [Source:HGNC Symbol;Acc:HGNC:18316]","ZNF366","protein_coding","5","236570_at"
"ALDOB","ENSG00000136872","aldolase, fructose-bisphosphate B [Source:HGNC Symbol;Acc:HGNC:417]","ALDOB","protein_coding","9","204704_s_at"
"RXRG","ENSG00000143171","retinoid X receptor gamma [Source:HGNC Symbol;Acc:HGNC:10479]","RXRG","protein_coding","1","205954_at"
"RASSF7","ENSG00000273859","Ras association domain family member 7 [Source:HGNC Symbol;Acc:HGNC:1166]","RASSF7","protein_coding","CHR_HSCHR11_1_CTG8","204927_at"
"TSPO2","ENSG00000112212","translocator protein 2 [Source:HGNC Symbol;Acc:HGNC:21256]","TSPO2","protein_coding","6","215449_at"
"NR0B2","ENSG00000131910","nuclear receptor subfamily 0 group B member 2 [Source:HGNC Symbol;Acc:HGNC:7961]","NR0B2","protein_coding","1","206410_at"
"TJP3","ENSG00000105289","tight junction protein 3 [Source:HGNC Symbol;Acc:HGNC:11829]","TJP3","protein_coding","19","213412_at"
"TPSG1","ENSG00000116176","tryptase gamma 1 [Source:HGNC Symbol;Acc:HGNC:14134]","TPSG1","protein_coding","16","220339_s_at"
"C22orf31","ENSG00000100249","chromosome 22 open reading frame 31 [Source:HGNC Symbol;Acc:HGNC:26931]","C22orf31","protein_coding","22","206839_at"
"DBIL5P","ENSG00000231784","diazepam binding inhibitor-like 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:38519]","DBIL5P","transcribed_unitary_pseudogene","17","223783_s_at"
"HFE","ENSG00000010704","homeostatic iron regulator [Source:HGNC Symbol;Acc:HGNC:4886]","HFE","protein_coding","6","211326_x_at"
"GRIA2","ENSG00000120251","glutamate ionotropic receptor AMPA type subunit 2 [Source:HGNC Symbol;Acc:HGNC:4572]","GRIA2","protein_coding","4",""
"LINC00299","ENSG00000236790","long intergenic non-protein coding RNA 299 [Source:HGNC Symbol;Acc:HGNC:27940]","LINC00299","lncRNA","2","1562717_at"
"NEURL3","ENSG00000163121","neuralized E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:HGNC:25162]","NEURL3","protein_coding","2","232593_at"
"PTK2B","ENSG00000120899","protein tyrosine kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:9612]","PTK2B","protein_coding","8","203110_at"
"THSD4","ENSG00000187720","thrombospondin type 1 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25835]","THSD4","protein_coding","15","222835_at"
"SIX2","ENSG00000170577","SIX homeobox 2 [Source:HGNC Symbol;Acc:HGNC:10888]","SIX2","protein_coding","2","206510_at"
NA,NA,NA,NA,NA,NA,NA
"LINC00452","ENSG00000229373","long intergenic non-protein coding RNA 452 [Source:HGNC Symbol;Acc:HGNC:42800]","LINC00452","lncRNA","13","1570447_at"
"LINC00337","ENSG00000225077","long intergenic non-protein coding RNA 337 [Source:HGNC Symbol;Acc:HGNC:28620]","LINC00337","lncRNA","1","1553741_at"
NA,NA,NA,NA,NA,NA,NA
"RBM11","ENSG00000185272","RNA binding motif protein 11 [Source:HGNC Symbol;Acc:HGNC:9897]","RBM11","protein_coding","21","232549_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"ACTN3","ENSG00000248746","actinin alpha 3 [Source:HGNC Symbol;Acc:HGNC:165]","ACTN3","protein_coding","11","206891_at"
"FOXD2","ENSG00000186564","forkhead box D2 [Source:HGNC Symbol;Acc:HGNC:3803]","FOXD2","protein_coding","1","207653_at"
"TNNC1","ENSG00000114854","troponin C1, slow skeletal and cardiac type [Source:HGNC Symbol;Acc:HGNC:11943]","TNNC1","protein_coding","3","209904_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"OPN1SW","ENSG00000128617","opsin 1, short wave sensitive [Source:HGNC Symbol;Acc:HGNC:1012]","OPN1SW","protein_coding","7","208036_at"
"TSSK4","ENSG00000285140","testis specific serine kinase 4 [Source:HGNC Symbol;Acc:HGNC:19825]","TSSK4","protein_coding","CHR_HG1_PATCH","242595_at"
"TFAP2C","ENSG00000087510","transcription factor AP-2 gamma [Source:HGNC Symbol;Acc:HGNC:11744]","TFAP2C","protein_coding","20","205287_s_at"
"DNAJC6","ENSG00000116675","DnaJ heat shock protein family (Hsp40) member C6 [Source:HGNC Symbol;Acc:HGNC:15469]","DNAJC6","protein_coding","1",""
"CSHL1","ENSG00000204414","chorionic somatomammotropin hormone like 1 [Source:HGNC Symbol;Acc:HGNC:2442]","CSHL1","protein_coding","17","208293_x_at"
NA,NA,NA,NA,NA,NA,NA
"ADORA2B","ENSG00000170425","adenosine A2b receptor [Source:HGNC Symbol;Acc:HGNC:264]","ADORA2B","protein_coding","17","205891_at"
NA,NA,NA,NA,NA,NA,NA
"LINC00665","ENSG00000232677","long intergenic non-protein coding RNA 665 [Source:HGNC Symbol;Acc:HGNC:44323]","LINC00665","lncRNA","19",""
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"COL23A1","ENSG00000050767","collagen type XXIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22990]","COL23A1","protein_coding","5","229168_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"HIPK4","ENSG00000160396","homeodomain interacting protein kinase 4 [Source:HGNC Symbol;Acc:HGNC:19007]","HIPK4","protein_coding","19","1553238_a_at"
"TLDC2","ENSG00000101342","TBC/LysM-associated domain containing 2 [Source:HGNC Symbol;Acc:HGNC:16112]","TLDC2","protein_coding","20","233829_at"
NA,NA,NA,NA,NA,NA,NA
"SCAMP4","ENSG00000227500","secretory carrier membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:30385]","SCAMP4","protein_coding","19",""
"ADAM2","ENSG00000276286","ADAM metallopeptidase domain 2 [Source:HGNC Symbol;Acc:HGNC:198]","ADAM2","protein_coding","CHR_HSCHR8_9_CTG1","207664_at"
"GAL3ST3","ENSG00000175229","galactose-3-O-sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:24144]","GAL3ST3","protein_coding","11","1553257_at"
NA,NA,NA,NA,NA,NA,NA
"GUCA2A","ENSG00000197273","guanylate cyclase activator 2A [Source:HGNC Symbol;Acc:HGNC:4682]","GUCA2A","protein_coding","1","207003_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"PNLIP","ENSG00000175535","pancreatic lipase [Source:HGNC Symbol;Acc:HGNC:9155]","PNLIP","protein_coding","10","205912_at"
"APAF1","ENSG00000120868","apoptotic peptidase activating factor 1 [Source:HGNC Symbol;Acc:HGNC:576]","APAF1","protein_coding","12","211553_x_at"
"ADAMTS8","ENSG00000134917","ADAM metallopeptidase with thrombospondin type 1 motif 8 [Source:HGNC Symbol;Acc:HGNC:224]","ADAMTS8","protein_coding","11","220677_s_at"
"LINC01149","ENSG00000226768","long intergenic non-protein coding RNA 1149 [Source:HGNC Symbol;Acc:HGNC:39757]","LINC01149","lncRNA","CHR_HSCHR6_MHC_SSTO_CTG1","1569779_at"
"SPATA42","ENSG00000203897","spermatogenesis associated 42 [Source:HGNC Symbol;Acc:HGNC:41198]","SPATA42","lncRNA","1","231586_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"XKRX","ENSG00000182489","XK related X-linked [Source:HGNC Symbol;Acc:HGNC:29845]","XKRX","protein_coding","X","230349_at"
"PRKXP1","ENSG00000259205","PRKX pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:9442]","PRKXP1","processed_pseudogene","15",""
"FAM169B","ENSG00000283597","family with sequence similarity 169 member B [Source:HGNC Symbol;Acc:HGNC:26835]","FAM169B","transcribed_unitary_pseudogene","15","1562319_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"TCF24","ENSG00000261787","transcription factor 24 [Source:HGNC Symbol;Acc:HGNC:32275]","TCF24","protein_coding","8","242522_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"MBD2","ENSG00000134046","methyl-CpG binding domain protein 2 [Source:HGNC Symbol;Acc:HGNC:6917]","MBD2","protein_coding","18","202485_s_at"
NA,NA,NA,NA,NA,NA,NA
"VWA7","ENSG00000223757","von Willebrand factor A domain containing 7 [Source:HGNC Symbol;Acc:HGNC:13939]","VWA7","protein_coding","CHR_HSCHR6_MHC_MCF_CTG1","221301_at"
"ELL","ENSG00000105656","elongation factor for RNA polymerase II [Source:HGNC Symbol;Acc:HGNC:23114]","ELL","protein_coding","19","204096_s_at"
"SV2C","ENSG00000122012","synaptic vesicle glycoprotein 2C [Source:HGNC Symbol;Acc:HGNC:30670]","SV2C","protein_coding","5","216086_at"
"TTTY12","ENSG00000237048","testis-specific transcript, Y-linked 12 [Source:HGNC Symbol;Acc:HGNC:18493]","TTTY12","lncRNA","Y","224195_at"
NA,NA,NA,NA,NA,NA,NA
"LINC01126","ENSG00000279873","long intergenic non-protein coding RNA 1126 [Source:HGNC Symbol;Acc:HGNC:49275]","LINC01126","lncRNA","2","1555124_at"
NA,NA,NA,NA,NA,NA,NA
"GJD4","ENSG00000177291","gap junction protein delta 4 [Source:HGNC Symbol;Acc:HGNC:23296]","GJD4","protein_coding","10","234116_at"
NA,NA,NA,NA,NA,NA,NA
"KLK5","ENSG00000167754","kallikrein related peptidase 5 [Source:HGNC Symbol;Acc:HGNC:6366]","KLK5","protein_coding","19","222242_s_at"
"HS3ST6","ENSG00000276333","heparan sulfate-glucosamine 3-sulfotransferase 6 [Source:HGNC Symbol;Acc:HGNC:14178]","HS3ST6","protein_coding","CHR_HSCHR16_4_CTG1","239547_at"
"KISS1R","ENSG00000116014","KISS1 receptor [Source:HGNC Symbol;Acc:HGNC:4510]","KISS1R","protein_coding","19",""
"FAM217A","ENSG00000145975","family with sequence similarity 217 member A [Source:HGNC Symbol;Acc:HGNC:21362]","FAM217A","protein_coding","6","1560838_at"
"TMEM225","ENSG00000204300","transmembrane protein 225 [Source:HGNC Symbol;Acc:HGNC:32390]","TMEM225","protein_coding","11","244460_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"SEC61A2","ENSG00000065665","SEC61 translocon subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:17702]","SEC61A2","protein_coding","10",""
"SPINK13","ENSG00000214510","serine peptidase inhibitor Kazal type 13 [Source:HGNC Symbol;Acc:HGNC:27200]","SPINK13","protein_coding","5","233340_at"
"IL3","ENSG00000164399","interleukin 3 [Source:HGNC Symbol;Acc:HGNC:6011]","IL3","protein_coding","5","207906_at"
"MCHR2","ENSG00000152034","melanin concentrating hormone receptor 2 [Source:HGNC Symbol;Acc:HGNC:20867]","MCHR2","protein_coding","6","224408_at"
NA,NA,NA,NA,NA,NA,NA
"ZKSCAN3","ENSG00000189298","zinc finger with KRAB and SCAN domains 3 [Source:HGNC Symbol;Acc:HGNC:13853]","ZKSCAN3","protein_coding","6","211773_s_at"
NA,NA,NA,NA,NA,NA,NA
"TLL1","ENSG00000038295","tolloid like 1 [Source:HGNC Symbol;Acc:HGNC:11843]","TLL1","protein_coding","4","206415_at"
"LINC00880","ENSG00000243629","long intergenic non-protein coding RNA 880 [Source:HGNC Symbol;Acc:HGNC:27948]","LINC00880","lncRNA","3","1561402_at"
"GKN2","ENSG00000183607","gastrokine 2 [Source:HGNC Symbol;Acc:HGNC:24588]","GKN2","protein_coding","2","238222_at"
"LINC00996","ENSG00000242258","long intergenic non-protein coding RNA 996 [Source:HGNC Symbol;Acc:HGNC:27800]","LINC00996","lncRNA","7","1560762_at"
"STX1A","ENSG00000106089","syntaxin 1A [Source:HGNC Symbol;Acc:HGNC:11433]","STX1A","protein_coding","7","204729_s_at"
"KRT24","ENSG00000167916","keratin 24 [Source:HGNC Symbol;Acc:HGNC:18527]","KRT24","protein_coding","17","220267_at"
"NSUN7","ENSG00000179299","NOP2/Sun RNA methyltransferase family member 7 [Source:HGNC Symbol;Acc:HGNC:25857]","NSUN7","protein_coding","4","238983_at"
"HMX2","ENSG00000188816","H6 family homeobox 2 [Source:HGNC Symbol;Acc:HGNC:5018]","HMX2","protein_coding","10","244565_at"
"SYT2","ENSG00000143858","synaptotagmin 2 [Source:HGNC Symbol;Acc:HGNC:11510]","SYT2","protein_coding","1","214903_at"
"PCDH11X","ENSG00000102290","protocadherin 11 X-linked [Source:HGNC Symbol;Acc:HGNC:8656]","PCDH11X","protein_coding","X","217049_x_at"
NA,NA,NA,NA,NA,NA,NA
"IHH","ENSG00000163501","Indian hedgehog signaling molecule [Source:HGNC Symbol;Acc:HGNC:5956]","IHH","protein_coding","2","229358_at"
"PRR9","ENSG00000203783","proline rich 9 [Source:HGNC Symbol;Acc:HGNC:32057]","PRR9","protein_coding","1","237732_at"
"FAM86B3P","ENSG00000285119","family with sequence similarity 86 member B3, pseudogene [Source:HGNC Symbol;Acc:HGNC:44371]","FAM86B3P","transcribed_unprocessed_pseudogene","CHR_HG76_PATCH","1562904_s_at"
"TBX10","ENSG00000167800","T-box transcription factor 10 [Source:HGNC Symbol;Acc:HGNC:11593]","TBX10","protein_coding","11","222377_at"
"CYP2E1","ENSG00000130649","cytochrome P450 family 2 subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:2631]","CYP2E1","protein_coding","10","209975_at"
"FXYD7","ENSG00000221946","FXYD domain containing ion transport regulator 7 [Source:HGNC Symbol;Acc:HGNC:4034]","FXYD7","protein_coding","19","220131_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"ZNF229","ENSG00000278318","zinc finger protein 229 [Source:HGNC Symbol;Acc:HGNC:13022]","ZNF229","protein_coding","19",""
NA,NA,NA,NA,NA,NA,NA
"PON1","ENSG00000005421","paraoxonase 1 [Source:HGNC Symbol;Acc:HGNC:9204]","PON1","protein_coding","7","206344_at"
"TMEM242","ENSG00000215712","transmembrane protein 242 [Source:HGNC Symbol;Acc:HGNC:17206]","TMEM242","protein_coding","6","218453_s_at"
"AVP","ENSG00000101200","arginine vasopressin [Source:HGNC Symbol;Acc:HGNC:894]","AVP","protein_coding","20","207848_at"
"SYT4","ENSG00000132872","synaptotagmin 4 [Source:HGNC Symbol;Acc:HGNC:11512]","SYT4","protein_coding","18","223529_at"
"POU1F1","ENSG00000064835","POU class 1 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9210]","POU1F1","protein_coding","3","207846_at"
NA,NA,NA,NA,NA,NA,NA
"LMOD2","ENSG00000170807","leiomodin 2 [Source:HGNC Symbol;Acc:HGNC:6648]","LMOD2","protein_coding","7","239057_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
